,Player,Team,Position,FPts,GP,GS,Min,G,GOF,A,KP,ABS,AFKG,AHW,AOG,APL,APKG,AR,ASOP,S,SOT,SOP,SB,Tk,TkW,TLM,Tu,DIS,PLC,FC,FS,ErS,ErG,YC,RC,RCR,HB,Pen,DP,Off,PA,AP,SFTP,C,AC,ACNC,CF,CK,CIB,CF.1,CC,FKS,Int,IntB,CLRA,CLR,CoA,CoS,CSLM,BC,BS,DW,DL,AER,AERL,BCC,BCM,BCS,BR,FKG,FKM,PL,LB,LBA,SubOn,SubOff,PKG,PKA,PKM,PKD,OG,GAO,SAO,CS,CS.1,MCS,CSD,Date
65,Tyrone Mings,AVL,D,8.42,1,1,90,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,26,21,1,0,0,0,0,0,0,0,3,0,2,0,17,17,0,0,0,0,5,1,1,1,1,1,0,0,2,0,0,5,6,3,0,0,0,0,0,0,0,3,31,0,0,0,0,2019-08-10
66,Ben Mee,BUR,D,8.04,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,48,27,0,0,0,0,0,0,0,0,1,0,3,0,4,4,0,0,0,0,1,11,4,8,3,0,0,0,4,0,0,21,10,2,0,0,0,0,0,0,0,0,11,1,1,90,1,2019-08-10
67,Kiko Femenia,WAT,D,8.04,1,1,90,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,45,37,7,4,3,3,1,0,0,1,1,0,1,0,1,1,2,1,0,0,0,2,3,0,0,0,0,0,4,0,0,10,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,2019-08-10
68,Matthew Lowton,BUR,D,7.9,1,1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,19,1,1,0,0,0,0,0,0,0,0,0,24,15,3,3,1,1,2,0,0,1,0,0,2,0,1,1,2,2,0,0,0,6,1,1,0,0,0,0,5,0,0,19,4,0,0,0,0,0,0,0,0,0,11,1,1,90,1,2019-08-10
69,Michael Keane,EVE,D,7.86,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,79,68,9,0,0,0,0,0,0,0,0,0,4,1,4,4,0,0,0,0,1,7,10,4,9,0,0,0,3,0,0,11,15,12,0,0,0,0,0,0,0,0,6,1,1,90,1,2019-08-10
70,Shane Duffy,BHA,D,7.74,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,15,2,2,0,0,0,0,0,0,0,0,0,50,37,1,0,0,0,0,0,0,0,0,0,2,0,6,6,1,1,0,0,0,14,5,8,3,0,0,0,9,0,0,15,10,4,0,0,0,0,0,0,0,0,11,1,1,90,1,2019-08-10
71,Jefferson Lerma,BOU,M,7.74,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,1,0,21,0,3,0,0,0,0,0,0,0,0,0,56,37,7,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,7,4,2,2,0,0,0,15,0,0,21,7,4,0,0,0,0,0,0,0,1,8,0,0,0,0,2019-08-10
72,Solly March,BHA,"M,F",7.56,1,1,89,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,10,0,0,1,0,0,0,0,0,0,0,0,36,33,4,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,9,0,0,10,3,2,0,1,0,0,0,0,0,0,11,1,1,89,1,2019-08-10
73,John Stones,MCI,D,7.48,1,1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,52,49,4,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,4,1,1,1,0,0,0,5,0,0,4,5,4,0,0,0,0,0,0,0,0,5,1,1,90,1,2019-08-10
74,Yerry Mina,EVE,D,7.32,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,71,66,3,0,0,0,0,0,0,0,1,0,3,1,5,5,0,0,0,0,0,5,2,3,1,0,0,0,5,0,0,5,10,7,0,0,0,0,0,0,0,0,6,1,1,90,1,2019-08-10
75,Aymeric Laporte,MCI,D,7.32,1,1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,74,66,5,0,0,0,0,0,0,0,0,0,4,0,3,3,2,1,0,0,0,8,5,5,3,0,0,0,4,0,0,9,11,8,0,0,0,0,0,0,0,0,5,1,1,90,1,2019-08-10
76,John Lundstram,SHU,"D,M",7.22,1,1,78,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,35,31,10,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,5,0,0,7,7,7,0,1,0,0,0,0,0,1,12,0,0,0,0,2019-08-10
77,Sebastien Haller,WHU,F,7.12,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,35,31,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,9,2,7,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,2019-08-10
78,Dwight McNeil,BUR,M,6.84,1,1,84,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,13,0,1,0,0,0,0,0,0,0,0,0,18,12,5,3,1,1,2,0,0,0,1,0,1,1,0,0,4,4,0,1,0,10,2,1,0,0,0,0,4,0,0,13,1,1,0,1,0,0,0,0,0,0,10,1,1,84,0,2019-08-10
79,Max Meyer,CRY,M,6.82,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,2,0,0,1,15,1,0,0,0,1,0,0,0,0,0,0,21,11,4,3,0,0,3,0,0,2,0,0,1,0,1,1,2,1,0,1,0,4,6,0,2,0,0,0,5,0,0,15,1,0,0,0,0,0,0,0,0,0,10,1,1,90,0,2019-08-10
80,Joel Ward,CRY,D,6.78,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,21,14,3,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,1,0,7,1,4,1,0,0,0,2,0,0,14,3,0,0,0,0,0,0,0,0,0,10,1,1,90,1,2019-08-10
81,Davinson Sanchez,TOT,D,6.68,1,1,90,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,64,59,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,1,1,0,1,0,6,0,0,5,3,1,0,0,0,0,0,0,0,1,7,0,0,0,0,2019-08-10
82,Pascal Gross,BHA,"M,F",6.58,1,1,90,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,16,1,2,0,0,0,0,0,0,0,0,0,38,29,13,5,1,0,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,16,4,3,0,0,0,0,0,0,0,0,11,1,1,90,0,2019-08-10
83,Harry Winks,TOT,M,6.58,1,1,64,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,6,0,1,0,0,0,0,0,0,0,0,0,82,79,33,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0,5,0,0,6,8,8,0,1,0,0,0,0,0,1,5,0,0,0,0,2019-08-10
84,Toby Alderweireld,TOT,D,6.5,1,1,90,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,83,75,18,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,5,3,4,2,0,0,0,6,0,0,8,14,10,0,0,0,0,0,0,0,1,7,0,0,0,0,2019-08-10
85,Dan Burn,BHA,D,6.42,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,61,46,2,0,0,0,0,0,0,0,1,0,2,0,6,6,1,0,0,0,0,5,3,4,1,0,0,0,5,0,0,17,14,5,0,0,0,0,0,0,0,0,11,1,1,90,1,2019-08-10
86,Will Hughes,WAT,M,6.24,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,16,3,3,0,0,0,0,0,0,0,0,0,23,17,8,2,0,0,2,0,0,1,0,0,4,0,0,0,2,1,0,0,0,5,7,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2019-08-10
87,Etienne Capoue,WAT,M,6.04,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,14,1,3,0,0,0,0,0,0,0,0,0,60,52,11,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1,0,1,0,5,6,0,0,0,0,0,5,0,0,14,7,6,0,0,0,0,0,0,0,3,6,0,0,0,0,2019-08-10
88,David McGoldrick,SHU,F,5.84,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,2,0,7,3,3,0,0,0,0,0,0,0,0,0,21,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,9,8,3,4,0,2,0,3,0,0,7,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,2019-08-10
89,Ryan Fredericks,WHU,D,5.68,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,12,1,2,0,0,0,0,0,0,0,0,0,34,29,4,3,0,0,3,0,0,1,0,0,1,0,2,2,0,0,0,0,0,8,2,3,0,0,0,0,4,0,0,12,1,1,0,0,0,0,0,0,0,5,14,0,0,0,0,2019-08-10
90,Oriol Romeu,SOU,M,5.64,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,2,0,18,2,1,0,0,0,0,0,0,0,0,0,47,32,8,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,3,9,1,5,0,0,0,7,0,0,18,9,3,0,0,0,0,0,0,0,3,10,0,0,0,0,2019-08-10
91,Craig Dawson,WAT,D,5.58,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,36,29,3,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,5,2,2,2,0,0,0,4,0,0,7,6,5,0,0,0,0,0,0,0,3,6,0,0,0,0,2019-08-10
92,Jannik Vestergaard,SOU,D,5.56,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,41,28,6,0,0,0,0,0,0,1,0,0,2,1,3,3,0,0,0,0,0,5,5,3,3,0,0,0,5,0,0,20,11,3,0,0,0,0,0,0,0,3,10,0,0,0,0,2019-08-10
93,Ryan Bertrand,SOU,"D,M",5.56,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,14,1,1,0,0,0,0,0,0,0,0,0,33,23,10,3,1,1,2,2,0,1,0,1,1,0,0,0,1,1,0,0,0,5,2,2,0,0,0,0,4,0,0,14,4,3,0,0,0,0,0,0,0,3,10,0,0,0,0,2019-08-10
94,Manuel Lanzini,WHU,M,5.48,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,4,1,15,0,1,0,0,0,0,0,0,0,0,0,48,39,16,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,1,0,0,0,0,6,0,0,15,2,2,0,0,0,0,0,0,0,5,14,0,0,0,0,2019-08-10
95,Patrick van Aanholt,CRY,D,5.46,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,21,0,1,0,0,0,0,0,0,0,0,0,20,13,1,1,0,0,1,0,0,1,0,0,1,0,2,2,1,0,0,0,1,5,3,2,2,0,0,0,5,0,0,21,1,0,0,0,0,0,0,0,0,0,10,1,1,90,1,2019-08-10
96,Anwar El Ghazi,AVL,"M,F",5.32,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,18,3,1,0,0,0,0,0,0,0,0,0,19,11,5,3,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,12,2,2,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,2019-08-10
97,Dale Stephens,BHA,M,5.2,1,1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,9,3,2,0,0,0,0,0,0,0,0,0,43,35,5,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,6,5,0,1,0,0,0,4,0,0,9,5,3,0,0,0,0,0,0,0,0,11,1,1,90,0,2019-08-10
98,David Silva,MCI,M,5.16,1,1,80,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,19,1,0,0,0,0,0,0,0,0,0,1,59,48,22,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,9,0,3,0,0,0,3,0,0,19,1,1,0,1,0,0,0,0,0,0,4,1,1,80,0,2019-08-10
99,Conor Hourihane,AVL,M,5.14,1,1,82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,25,22,2,1,0,0,1,0,0,0,1,0,2,1,4,4,1,1,0,0,0,5,1,0,0,0,0,0,7,0,0,5,1,0,0,1,0,0,0,0,0,1,25,0,0,0,0,2019-08-10
100,Pablo Fornals,WHU,M,4.92,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,7,0,2,0,0,0,0,0,0,0,0,0,13,11,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,4,0,0,7,0,0,1,0,0,0,0,0,0,4,6,0,0,0,0,2019-08-10
101,James McArthur,CRY,M,4.9,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,34,20,6,0,0,0,0,0,0,0,0,0,3,0,1,1,2,2,0,0,1,8,5,1,0,0,0,0,10,0,0,14,2,0,0,0,0,0,0,0,0,0,10,1,1,90,0,2019-08-10
102,Abdoulaye Doucoure,WAT,M,4.8,1,1,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,2,0,0,0,0,0,0,0,0,0,53,40,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,5,1,1,0,0,0,0,9,0,0,13,1,0,0,0,0,0,0,0,1,3,6,0,0,0,0,2019-08-10
103,Declan Rice,WHU,M,4.8,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,45,40,9,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,7,3,0,0,0,0,0,8,0,0,8,5,3,0,0,0,0,0,0,0,5,14,0,0,0,0,2019-08-10
104,Jack OConnell,SHU,D,4.7,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,17,0,2,0,0,0,0,0,0,0,0,0,50,35,5,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,1,8,1,5,1,0,0,0,1,0,0,17,11,2,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-10
105,John Egan,SHU,D,4.66,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,42,33,2,0,0,0,0,0,0,0,1,0,3,0,7,7,0,0,0,0,0,8,2,5,0,0,0,0,4,0,0,9,7,3,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-10
106,Jan Bednarek,SOU,D,4.64,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20,1,1,0,0,0,0,0,0,0,0,0,45,32,3,0,0,0,0,0,0,0,1,0,3,1,7,7,0,0,0,0,1,7,2,6,0,0,0,0,3,0,0,20,13,6,0,0,0,0,0,0,0,3,10,0,0,0,0,2019-08-10
107,Nathan Redmond,SOU,"M,F",4.52,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,15,2,2,0,0,0,0,0,0,0,0,0,36,26,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,4,7,0,2,0,0,0,7,0,0,15,4,3,0,0,0,0,0,0,0,3,10,0,0,0,0,2019-08-10
108,Andre Gomes,EVE,M,4.52,1,1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,0,0,0,0,0,0,0,30,26,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,4,2,0,0,0,0,0,7,0,0,6,3,2,0,1,0,0,0,0,0,0,3,0,0,45,0,2019-08-10
109,Roberto Pereyra,WAT,"M,F",4.48,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,2,7,0,1,0,0,0,0,0,0,0,0,0,27,24,7,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,3,0,0,7,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,2019-08-10
110,Scott Dann,CRY,D,4.4,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,29,20,2,0,0,0,0,0,0,1,1,0,0,0,3,3,1,0,0,2,0,5,4,5,3,0,0,0,3,0,0,10,7,1,0,0,0,0,0,0,0,0,10,1,1,90,1,2019-08-10
111,Troy Deeney,WAT,F,4.18,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,2,18,2,1,0,0,0,0,0,0,0,0,0,22,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,10,14,6,8,0,0,0,2,0,0,18,1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2019-08-10
112,Steve Cook,BOU,D,4.18,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,67,59,0,0,0,0,0,0,0,0,1,0,2,0,5,5,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,9,9,6,0,0,0,0,0,0,0,1,8,0,0,0,0,2019-08-10
113,Jose Holebas,WAT,D,4.08,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,21,4,0,0,0,0,0,0,0,0,0,0,49,44,13,6,0,0,6,5,0,1,0,0,0,0,4,4,1,1,0,1,0,4,8,1,2,0,0,0,2,0,0,21,2,1,0,0,0,0,0,0,0,3,6,0,0,0,0,2019-08-10
114,John Fleck,SHU,M,4.0,1,1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,11,2,0,0,0,1,0,0,0,0,0,0,39,35,19,4,1,0,3,3,1,0,0,0,0,0,1,1,2,0,0,0,0,2,7,1,2,0,0,0,6,0,0,11,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-10
115,Martin Kelly,CRY,D,3.96,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,13,1,1,0,0,1,0,0,0,1,0,0,0,9,9,0,0,0,0,2,2,3,2,2,0,0,0,5,0,0,7,6,1,0,0,0,0,0,0,0,0,10,1,1,90,1,2019-08-10
116,Robert Snodgrass,WHU,M,3.86,1,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,15,13,4,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,0,0,3,0,0,5,1,0,1,0,0,0,0,0,0,3,4,0,0,0,0,2019-08-10
117,Jack Wilshere,WHU,M,3.42,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,3,0,0,0,0,0,0,0,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,0,0,5,0,0,5,1,1,0,1,0,0,0,0,0,2,10,0,0,0,0,2019-08-10
118,Joshua King,BOU,"M,F",3.26,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,21,1,1,0,0,0,0,0,0,0,0,0,24,13,4,0,0,0,0,0,0,1,0,0,1,0,0,0,8,3,0,0,0,9,8,5,2,0,0,0,7,0,0,21,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2019-08-10
119,Dominic Calvert-Lewin,EVE,F,3.22,1,1,69,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,9,0,1,0,0,0,0,0,0,0,0,0,15,11,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7,10,6,9,0,0,0,2,0,0,9,0,0,0,1,0,0,0,0,0,0,5,1,1,69,0,2019-08-10
120,Callum Robinson,SHU,F,3.22,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,2,5,8,4,0,0,0,0,0,0,1,0,0,0,12,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,10,1,1,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,2019-08-10
121,Issa Diop,WHU,D,3.18,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,7,1,1,1,0,0,0,0,0,1,0,0,39,34,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,3,3,1,1,0,1,0,5,0,0,7,3,2,0,0,0,0,0,0,0,5,14,0,0,0,0,2019-08-10
122,Chris Basham,SHU,D,3.16,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,42,33,8,0,0,0,0,0,0,0,1,0,2,0,3,3,2,0,0,0,0,3,3,2,0,0,0,0,2,0,0,15,7,3,0,1,0,0,0,0,0,1,12,0,0,0,0,2019-08-10
123,Aaron Cresswell,WHU,D,3.16,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,12,0,1,0,0,0,0,0,0,0,0,0,30,23,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,6,0,2,0,0,0,2,0,0,12,2,1,0,0,0,0,0,0,0,5,14,0,0,0,0,2019-08-10
124,Chris Wood,BUR,F,3.0,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,17,1,1,0,0,0,0,0,0,0,0,3,13,5,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,7,2,5,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,11,1,1,90,0,2019-08-10
125,Neil Taylor,AVL,D,3.0,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,25,5,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,5,1,4,0,0,0,0,0,0,6,0,0,5,1,0,0,0,0,0,0,0,0,3,31,0,0,0,0,2019-08-10
126,Callum Wilson,BOU,F,2.82,1,1,89,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,10,2,1,0,0,0,0,0,0,0,0,1,12,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,8,0,1,0,0,0,0,10,1,0,0,1,0,0,0,0,0,1,8,0,0,0,0,2019-08-10
127,Yan Valery,SOU,"D,M",2.8,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,26,1,0,0,0,0,0,0,0,0,0,1,21,10,4,3,1,1,2,0,0,1,0,0,0,0,2,2,2,0,0,0,0,3,9,2,2,1,0,0,4,0,0,26,10,2,0,0,0,0,0,0,0,3,10,0,0,0,0,2019-08-10
128,Wesley,AVL,F,2.66,1,1,74,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,3,8,1,1,0,0,0,0,0,0,0,0,0,10,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,7,1,3,0,0,0,1,0,0,8,1,1,0,1,0,0,0,0,0,1,21,0,0,0,0,2019-08-10
129,Christian Benteke,CRY,F,2.62,1,1,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,12,2,0,0,0,0,0,0,0,0,0,2,15,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,10,9,6,1,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,10,1,1,83,0,2019-08-10
130,Tom Davies,EVE,M,2.62,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,0,2019-08-10
131,Luke Freeman,SHU,M,2.56,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,8,8,8,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-08-10
132,Jean-Philippe Gbamin,EVE,M,2.48,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,10,0,1,0,0,0,0,0,0,0,0,0,31,24,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,1,1,0,0,0,4,0,0,10,3,1,1,0,0,0,0,0,0,0,3,0,0,45,0,2019-08-10
133,Michail Antonio,WHU,"M,F",2.44,1,1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17,0,0,0,0,0,0,0,0,0,0,0,20,12,6,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,6,6,5,3,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,2019-08-10
134,Adam Smith,BOU,"D,M",2.28,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,1,2,0,0,1,0,0,0,0,0,0,48,44,18,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,4,3,0,0,0,0,0,4,0,0,12,2,1,0,0,0,0,0,0,0,1,8,0,0,0,0,2019-08-10
